PRICEEACH,SALES,ORDERDATE,YEAR_ID,PRODUCTLINE,CITY,COUNTRY
100,5747.5,10/28/2003 0:00,2003,Motorcycles,Burlingame,USA
100,5355.36,11/11/2003 0:00,2003,Motorcycles,Lille,France
100,2535.75,11/18/2003 0:00,2003,Motorcycles,Bergen,Norway
100,4351.23,12/1/2003 0:00,2003,Motorcycles,San Francisco,USA
90.16,2254,1/15/2004 0:00,2004,Motorcycles,Paris,France
91.29,2921.28,2/20/2004 0:00,2004,Motorcycles,Melbourne,Australia
100,2299,4/5/2004 0:00,2004,Motorcycles,NYC,USA
100,2637.18,5/18/2004 0:00,2004,Motorcycles,Newark,USA
100,4307.52,6/28/2004 0:00,2004,Motorcycles,Bridgewater,USA
100,2153.76,7/23/2004 0:00,2004,Motorcycles,Nantes,France
100,3716.88,8/27/2004 0:00,2004,Motorcycles,Cambridge,USA
100,5455.76,9/30/2004 0:00,2004,Motorcycles,Helsinki,Finland
100,2650.62,10/15/2004 0:00,2004,Motorcycles,Stavern,Norway
100,6437.28,11/2/2004 0:00,2004,Motorcycles,Allentown,USA
87.78,2633.4,11/15/2004 0:00,2004,Motorcycles,NYC,USA
84.39,2278.53,11/23/2004 0:00,2004,Motorcycles,Minato-ku,Japan
96.92,4846,1/5/2005 0:00,2005,Motorcycles,Burlingame,USA
100,4197.1,2/2/2005 0:00,2005,Motorcycles,South Brisbane,Australia
100,4597.65,3/3/2005 0:00,2005,Motorcycles,Boras,Sweden
100,5287.7,4/8/2005 0:00,2005,Motorcycles,Liverpool,UK
100,3550.05,5/13/2005 0:00,2005,Motorcycles,Madrid,Spain
59.37,1721.73,3/18/2003 0:00,2003,Classic Cars,Manchester,UK
59.87,2993.5,5/20/2003 0:00,2003,Classic Cars,Nantes,France
49.81,1295.06,7/10/2003 0:00,2003,Classic Cars,Reims,France
56.85,2671.95,9/11/2003 0:00,2003,Classic Cars,North Sydney,Australia
53.33,1226.59,10/17/2003 0:00,2003,Classic Cars,Aaarhus,Denmark
42.76,1453.84,11/5/2003 0:00,2003,Classic Cars,Bridgewater,USA
53.83,1830.22,11/12/2003 0:00,2003,Classic Cars,Bergen,Norway
53.83,2530.01,11/20/2003 0:00,2003,Classic Cars,Nashua,USA
49.81,2241.45,12/2/2003 0:00,2003,Classic Cars,NYC,USA
53.33,2399.85,1/16/2004 0:00,2004,Classic Cars,Madrid,Spain
43.27,1557.72,2/26/2004 0:00,2004,Classic Cars,San Diego,USA
40.25,845.25,4/13/2004 0:00,2004,Classic Cars,Strasbourg,France
48.3,1352.4,7/6/2004 0:00,2004,Classic Cars,Reggio Emilia,Italy
45.28,1584.8,8/6/2004 0:00,2004,Classic Cars,Las Vegas,USA
52.32,2616,9/1/2004 0:00,2004,Classic Cars,Singapore,Singapore
51.32,1129.04,10/5/2003 0:00,2003,Classic Cars,Oslo,Norway
49.3,2218.5,10/16/2004 0:00,2004,Classic Cars,Madrid,Spain
42.26,2028.48,11/4/2004 0:00,2004,Classic Cars,New Bedford,USA
87.96,1759.2,11/17/2004 0:00,2004,Classic Cars,Manchester,UK
36.21,977.67,11/24/2004 0:00,2004,Classic Cars,Reims,France
38.5,1463,1/12/2005 0:00,2005,Classic Cars,Pasadena,USA
100,3970.56,2/10/2005 0:00,2005,Classic Cars,Madrid,Spain
40.25,2576,4/22/2005 0:00,2005,Classic Cars,San Jose,USA
60.37,2233.69,5/29/2005 0:00,2005,Classic Cars,Chatswood,Australia
88.63,2481.64,2/17/2003 0:00,2003,Planes,Bergamo,Italy
100,4651.53,4/29/2003 0:00,2003,Planes,Melbourne,Australia
94.1,3858.1,6/27/2003 0:00,2003,Planes,Madrid,Spain
87.54,3501.6,8/25/2003 0:00,2003,Planes,Pasadena,USA
100,6433.7,10/28/2003 0:00,2003,Planes,Burlingame,USA
98.48,2658.96,1/12/2004 0:00,2004,Planes,Osaka,Japan
100,3608.76,2/20/2004 0:00,2004,Planes,Melbourne,Australia
96.29,2214.67,4/2/2004 0:00,2004,Planes,Tsawassen,Canada
88.63,2747.53,5/11/2004 0:00,2004,Planes,San Jose,USA
97.38,3310.92,6/24/2004 0:00,2004,Planes,Madrid,Spain
95.2,2380,7/23/2004 0:00,2004,Planes,Nantes,France
100,2310.88,8/21/2004 0:00,2004,Planes,Oslo,Norway
100,4061.76,9/16/2004 0:00,2004,Planes,Dublin,Ireland
100,3493.7,10/15/2004 0:00,2004,Planes,White Plains,USA
100,2872.25,11/1/2004 0:00,2004,Planes,Cowes,UK
87.54,4114.38,11/12/2004 0:00,2004,Planes,Bergamo,Italy
50.65,1063.65,11/23/2004 0:00,2004,Planes,Minato-ku,Japan
71.73,2008.44,12/4/2004 0:00,2004,Planes,Glendale,USA
94.1,4328.6,2/2/2005 0:00,2005,Planes,South Brisbane,Australia
41.71,1376.43,3/1/2005 0:00,2005,Planes,Madrid,Spain
100,5552.16,3/30/2005 0:00,2005,Planes,Reims,France
96.29,3659.02,4/3/2005 0:00,2005,Planes,Newark,USA
88.63,4165.61,5/10/2005 0:00,2005,Planes,Reggio Emilia,Italy
31.2,1404,1/9/2003 0:00,2003,Vintage Cars,Frankfurt,Germany
35.51,710.2,3/18/2003 0:00,2003,Vintage Cars,Manchester,UK
37.84,1702.8,5/21/2003 0:00,2003,Vintage Cars,Las Vegas,USA
33.19,1194.84,9/12/2003 0:00,2003,Vintage Cars,Brisbane,USA
27.22,1007.14,10/18/2003 0:00,2003,Vintage Cars,San Francisco,USA
31.53,977.43,11/5/2003 0:00,2003,Vintage Cars,Bergamo,Italy
36.84,1436.76,11/12/2003 0:00,2003,Vintage Cars,San Rafael,USA
29.21,759.46,11/21/2003 0:00,2003,Vintage Cars,Glen Waverly,Australia
37.17,1189.44,12/3/2003 0:00,2003,Vintage Cars,Madrid,Spain
34.19,683.8,1/26/2004 0:00,2004,Vintage Cars,Madrid,Spain
29.21,1226.82,3/2/2004 0:00,2004,Vintage Cars,Lyon,France
29.54,974.82,4/26/2004 0:00,2004,Vintage Cars,Boston,USA
28.88,577.6,8/17/2004 0:00,2004,Vintage Cars,Torino,Italy
38.17,1106.93,9/1/2004 0:00,2004,Vintage Cars,Singapore,Singapore
30.2,694.6,10/11/2004 0:00,2004,Vintage Cars,Versailles,France
29.54,1152.06,10/21/2004 0:00,2004,Vintage Cars,San Rafael,USA
100,2624,11/4/2004 0:00,2004,Vintage Cars,Nashua,USA
81.91,3685.95,11/17/2004 0:00,2004,Vintage Cars,Manchester,UK
35.18,703.6,11/25/2004 0:00,2004,Vintage Cars,Marseille,France
100,9720,12/9/2004 0:00,2004,Vintage Cars,Paris,France
36.29,834.67,1/12/2005 0:00,2005,Vintage Cars,Pasadena,USA
70.56,2257.92,2/16/2005 0:00,2005,Vintage Cars,Madrid,Spain
100,8344.71,3/9/2005 0:00,2005,Vintage Cars,North Sydney,Australia
29.54,1801.94,4/23/2005 0:00,2005,Vintage Cars,Singapore,Singapore
26.88,1209.6,5/29/2005 0:00,2005,Vintage Cars,Chatswood,Australia
83.03,3155.14,2/24/2003 0:00,2003,Motorcycles,NYC,USA
83.79,2848.86,4/29/2003 0:00,2003,Motorcycles,Melbourne,Australia
83.03,3570.29,7/1/2003 0:00,2003,Motorcycles,Paris,France
83.03,3902.41,8/25/2003 0:00,2003,Motorcycles,Pasadena,USA
67.03,1474.66,10/10/2003 0:00,2003,Motorcycles,Stavern,Norway
75.41,2186.89,10/28/2003 0:00,2003,Motorcycles,Burlingame,USA
68.55,1919.4,11/11/2003 0:00,2003,Motorcycles,Lille,France
91.4,3656,11/18/2003 0:00,2003,Motorcycles,Bergen,Norway
73.88,1847,12/1/2003 0:00,2003,Motorcycles,San Francisco,USA
61.7,1851,1/12/2004 0:00,2004,Motorcycles,Osaka,Japan
69.31,2633.78,2/20/2004 0:00,2004,Motorcycles,Melbourne,Australia
87.6,3153.6,4/3/2004 0:00,2004,Motorcycles,Philadelphia,USA
87.6,2803.2,5/11/2004 0:00,2004,Motorcycles,San Jose,USA
62.46,2311.02,6/28/2004 0:00,2004,Motorcycles,Bridgewater,USA
79.98,2399.4,7/23/2004 0:00,2004,Motorcycles,Nantes,France
70.08,2733.12,8/27/2004 0:00,2004,Motorcycles,Cambridge,USA
65.51,2096.32,9/16/2004 0:00,2004,Motorcycles,Dublin,Ireland
63.22,2971.34,10/15/2004 0:00,2004,Motorcycles,White Plains,USA
86.83,2257.58,11/2/2004 0:00,2004,Motorcycles,Allentown,USA
94.43,3493.91,11/15/2004 0:00,2004,Motorcycles,NYC,USA
79.98,4398.9,11/24/2004 0:00,2004,Motorcycles,Barcelona,Spain
100,3595.62,1/6/2005 0:00,2005,Motorcycles,Espoo,Finland
100,2443.29,2/3/2005 0:00,2005,Motorcycles,Nantes,France
81.4,3988.6,3/3/2005 0:00,2005,Motorcycles,Boras,Sweden
87.6,5168.4,4/7/2005 0:00,2005,Motorcycles,Paris,France
87.6,2803.2,5/10/2005 0:00,2005,Motorcycles,Reggio Emilia,Italy
100,6341.21,2/11/2003 0:00,2003,Ships,Kobenhavn,Denmark
100,5189.78,4/16/2003 0:00,2003,Ships,Singapore,Singapore
100,6027.75,6/12/2003 0:00,2003,Ships,London,UK
100,3366,8/8/2003 0:00,2003,Ships,San Rafael,USA
100,5456.4,9/28/2003 0:00,2003,Ships,Madrid,Spain
100,3812.16,10/23/2003 0:00,2003,Ships,Boras,Sweden
100,6083,11/7/2003 0:00,2003,Ships,Madrid,Spain
100,3170.7,11/14/2003 0:00,2003,Ships,New Bedford,USA
100,4534.6,11/26/2003 0:00,2003,Ships,Barcelona,Spain
100,4301.15,1/2/2004 0:00,2004,Ships,Lyon,France
100,6804.63,2/18/2004 0:00,2004,Ships,Bruxelles,Belgium
100,5652.94,3/20/2004 0:00,2004,Ships,Cowes,UK
100,6960.48,5/7/2004 0:00,2004,Ships,NYC,USA
100,4512.6,6/17/2004 0:00,2004,Ships,Montreal,Canada
100,2784.76,7/21/2004 0:00,2004,Ships,Bruxelles,Belgium
100,5316.36,8/20/2004 0:00,2004,Ships,Tsawassen,Canada
100,2941.89,9/9/2004 0:00,2004,Ships,Torino,Italy
100,3207.4,10/14/2004 0:00,2004,Ships,Manchester,UK
100,4215.05,10/29/2004 0:00,2004,Ships,Nantes,France
100,4333.29,11/9/2004 0:00,2004,Ships,Lule,Sweden
71.97,2087.13,11/21/2004 0:00,2004,Ships,NYC,USA
50.33,1711.22,12/2/2004 0:00,2004,Ships,Madrid,Spain
100,3910.53,1/26/2005 0:00,2005,Ships,Minato-ku,Japan
80.54,2255.12,2/23/2005 0:00,2005,Ships,San Francisco,USA
100,5720.75,3/23/2005 0:00,2005,Ships,San Rafael,USA
100,3335.23,5/6/2005 0:00,2005,Ships,Boston,USA
53.76,2472.96,1/9/2003 0:00,2003,Vintage Cars,Frankfurt,Germany
44.35,1729.65,3/18/2003 0:00,2003,Vintage Cars,Manchester,UK
45.25,995.5,5/21/2003 0:00,2003,Vintage Cars,Las Vegas,USA
49.28,2414.72,9/12/2003 0:00,2003,Vintage Cars,Brisbane,USA
36.29,1560.47,10/18/2003 0:00,2003,Vintage Cars,San Francisco,USA
41.22,1112.94,11/5/2003 0:00,2003,Vintage Cars,Bergamo,Italy
36.74,1138.94,11/12/2003 0:00,2003,Vintage Cars,San Rafael,USA
50.62,1012.4,11/21/2003 0:00,2003,Vintage Cars,Glen Waverly,Australia
38.08,913.92,12/3/2003 0:00,2003,Vintage Cars,Madrid,Spain
47.94,2349.06,1/26/2004 0:00,2004,Vintage Cars,Madrid,Spain
48.38,1161.12,3/2/2004 0:00,2004,Vintage Cars,Lyon,France
45.25,1764.75,4/29/2004 0:00,2004,Vintage Cars,Madrid,Spain
45.7,1690.9,6/4/2004 0:00,2004,Vintage Cars,Strasbourg,France
47.49,2137.05,8/17/2004 0:00,2004,Vintage Cars,Torino,Italy
48.38,2177.1,9/3/2004 0:00,2004,Vintage Cars,Bergen,Norway
39.42,1734.48,10/11/2004 0:00,2004,Vintage Cars,Versailles,France
37.63,865.49,10/21/2004 0:00,2004,Vintage Cars,San Rafael,USA
100,3500.1,11/4/2004 0:00,2004,Vintage Cars,Nashua,USA
85.52,2223.52,11/17/2004 0:00,2004,Vintage Cars,Manchester,UK
53.76,2311.68,11/25/2004 0:00,2004,Vintage Cars,Nantes,France
31.86,828.36,12/9/2004 0:00,2004,Vintage Cars,Paris,France
30.59,856.52,1/12/2005 0:00,2005,Vintage Cars,Pasadena,USA
68.35,1845.45,2/16/2005 0:00,2005,Vintage Cars,Madrid,Spain
100,4042.08,3/9/2005 0:00,2005,Vintage Cars,North Sydney,Australia
45.7,1828,5/29/2005 0:00,2005,Vintage Cars,San Rafael,USA
100,3680.28,1/29/2003 0:00,2003,Trucks and Buses,Stavern,Norway
100,2925.09,4/1/2003 0:00,2003,Trucks and Buses,Paris,France
100,3415.77,5/28/2003 0:00,2003,Trucks and Buses,Madrid,Spain
100,5105.14,7/24/2003 0:00,2003,Trucks and Buses,Burlingame,USA
100,5098.8,9/21/2003 0:00,2003,Trucks and Buses,Oulu,Finland
100,4661.76,10/22/2003 0:00,2003,Trucks and Buses,Singapore,Singapore
100,2969.96,11/6/2003 0:00,2003,Trucks and Buses,London,UK
100,3496.32,11/14/2003 0:00,2003,Trucks and Buses,Sevilla,Spain
100,5760.93,11/25/2003 0:00,2003,Trucks and Buses,Lyon,France
100,6819.04,12/9/2003 0:00,2003,Trucks and Buses,Boston,USA
100,3148.88,2/4/2004 0:00,2004,Trucks and Buses,Singapore,Singapore
100,5704.32,3/11/2004 0:00,2004,Trucks and Buses,San Rafael,USA
100,3520.6,5/5/2004 0:00,2004,Trucks and Buses,Madrid,Spain
100,5285.62,6/15/2004 0:00,2004,Trucks and Buses,Singapore,Singapore
100,5605.05,7/20/2004 0:00,2004,Trucks and Buses,San Rafael,USA
100,2779.5,8/19/2004 0:00,2004,Trucks and Buses,Allentown,USA
100,5398.08,9/8/2004 0:00,2004,Trucks and Buses,Boras,Sweden
100,3189.6,10/13/2004 0:00,2004,Trucks and Buses,Cambridge,USA
100,5581.8,10/22/2004 0:00,2004,Trucks and Buses,Vancouver,Canada
100,3820.44,11/5/2004 0:00,2004,Trucks and Buses,NYC,USA
100,5528.04,11/19/2004 0:00,2004,Trucks and Buses,Lule,Sweden
100,5981.42,11/1/2004 0:00,2004,Trucks and Buses,Madrid,Spain
100,5684.65,12/10/2004 0:00,2004,Trucks and Buses,Madrid,Spain
100,3449.4,1/23/2005 0:00,2005,Trucks and Buses,San Rafael,USA
100,2654.4,2/17/2005 0:00,2005,Trucks and Buses,San Rafael,USA
100,8498,5/3/2005 0:00,2005,Trucks and Buses,Madrid,Spain
100,5510.54,5/31/2005 0:00,2005,Trucks and Buses,Nantes,France
58.87,2060.45,3/3/2003 0:00,2003,Motorcycles,Makati City,Philippines
76.88,2460.16,5/7/2003 0:00,2003,Motorcycles,Reims,France
61.64,1787.56,7/2/2003 0:00,2003,Motorcycles,San Rafael,USA
60.95,1645.65,8/25/2003 0:00,2003,Motorcycles,Pasadena,USA
80.34,2169.18,10/10/2003 0:00,2003,Motorcycles,San Francisco,USA
74.11,2816.18,11/4/2003 0:00,2003,Motorcycles,North Sydney,Australia
72.03,2521.05,11/11/2003 0:00,2003,Motorcycles,Lille,France
76.19,3199.98,11/19/2003 0:00,2003,Motorcycles,Madrid,Spain
63.72,1338.12,1/15/2004 0:00,2004,Motorcycles,Paris,France
80.34,2972.58,2/21/2004 0:00,2004,Motorcycles,Lille,France
79.65,2070.9,4/5/2004 0:00,2004,Motorcycles,NYC,USA
65.8,3092.6,5/26/2004 0:00,2004,Motorcycles,Paris,France
65.1,2408.7,6/30/2004 0:00,2004,Motorcycles,Boston,USA
75.49,3472.54,8/2/2004 0:00,2004,Motorcycles,Brickhaven,USA
59.56,2263.28,8/27/2004 0:00,2004,Motorcycles,Cambridge,USA
66.49,2194.17,9/30/2004 0:00,2004,Motorcycles,Helsinki,Finland
56.1,1346.4,10/15/2004 0:00,2004,Motorcycles,Stavern,Norway
81.73,2533.63,11/3/2004 0:00,2004,Motorcycles,NYC,USA
81.03,3403.26,11/16/2004 0:00,2004,Motorcycles,Makati City,Philippines
100,3307.2,11/24/2004 0:00,2004,Motorcycles,Salzburg,Austria
70.65,2896.65,12/7/2004 0:00,2004,Motorcycles,Madrid,Spain
61.23,2632.89,1/6/2005 0:00,2005,Motorcycles,Espoo,Finland
100,2046,2/3/2005 0:00,2005,Motorcycles,Nantes,France
65.13,2279.55,3/4/2005 0:00,2005,Motorcycles,San Rafael,USA
79.65,2150.55,4/8/2005 0:00,2005,Motorcycles,Liverpool,UK
78.15,3360.45,3/18/2003 0:00,2003,Classic Cars,Manchester,UK
72.7,2326.4,5/21/2003 0:00,2003,Classic Cars,Las Vegas,USA
73.6,1545.6,9/11/2003 0:00,2003,Classic Cars,North Sydney,Australia
100,2144.6,10/17/2003 0:00,2003,Classic Cars,Aaarhus,Denmark
74.51,1639.22,11/5/2003 0:00,2003,Classic Cars,Bridgewater,USA
73.6,2649.6,11/12/2003 0:00,2003,Classic Cars,San Rafael,USA
83.6,3845.6,11/20/2003 0:00,2003,Classic Cars,Nashua,USA
96.32,4527.04,12/2/2003 0:00,2003,Classic Cars,NYC,USA
88.14,3966.3,1/16/2004 0:00,2004,Classic Cars,Madrid,Spain
88.14,4142.58,3/2/2004 0:00,2004,Classic Cars,Lyon,France
94.5,4441.5,4/13/2004 0:00,2004,Classic Cars,Strasbourg,France
87.24,3315.12,7/7/2004 0:00,2004,Classic Cars,NYC,USA
79.97,3918.53,8/9/2004 0:00,2004,Classic Cars,Madrid,Spain
80.87,2830.45,9/1/2004 0:00,2004,Classic Cars,Singapore,Singapore
100,5298.86,10/6/2003 0:00,2003,Classic Cars,Liverpool,UK
93.6,2620.8,10/16/2004 0:00,2004,Classic Cars,Madrid,Spain
72.7,2181,11/4/2004 0:00,2004,Classic Cars,New Bedford,USA
86.72,3382.08,11/17/2004 0:00,2004,Classic Cars,Manchester,UK
100,2876.75,11/29/2004 0:00,2004,Classic Cars,Las Vegas,USA
100,4107.2,1/19/2005 0:00,2005,Classic Cars,San Rafael,USA
37.5,1350,2/16/2005 0:00,2005,Classic Cars,Madrid,Spain
94.5,7182,4/22/2005 0:00,2005,Classic Cars,San Jose,USA
100,3933.93,5/29/2005 0:00,2005,Classic Cars,Chatswood,Australia
39.6,1742.4,1/31/2003 0:00,2003,Classic Cars,Madrid,Spain
30.06,721.44,4/1/2003 0:00,2003,Classic Cars,Paris,France
38.19,1489.41,6/3/2003 0:00,2003,Classic Cars,NYC,USA
42.43,891.03,8/1/2003 0:00,2003,Classic Cars,Espoo,Finland
40.31,1209.3,9/21/2003 0:00,2003,Classic Cars,Oulu,Finland
31.82,859.14,10/22/2003 0:00,2003,Classic Cars,Singapore,Singapore
31.12,1151.44,11/6/2003 0:00,2003,Classic Cars,London,UK
31.82,1336.44,11/14/2003 0:00,2003,Classic Cars,Sevilla,Spain
28.29,905.28,11/25/2003 0:00,2003,Classic Cars,White Plains,USA
29.7,1247.4,12/9/2003 0:00,2003,Classic Cars,Boston,USA
40.31,846.51,2/10/2004 0:00,2004,Classic Cars,Brisbane,USA
32.88,1085.04,3/11/2004 0:00,2004,Classic Cars,San Rafael,USA
36.07,1767.43,5/5/2004 0:00,2004,Classic Cars,Madrid,Spain
33.24,1030.44,6/15/2004 0:00,2004,Classic Cars,Singapore,Singapore
41.72,1585.36,7/20/2004 0:00,2004,Classic Cars,San Rafael,USA
40.66,813.2,8/19/2004 0:00,2004,Classic Cars,Allentown,USA
30.06,1172.34,9/8/2004 0:00,2004,Classic Cars,NYC,USA
31.47,1510.56,10/13/2004 0:00,2004,Classic Cars,Cambridge,USA
37.13,1448.07,10/22/2004 0:00,2004,Classic Cars,Aaarhus,Denmark
100,3338.1,11/5/2004 0:00,2004,Classic Cars,NYC,USA
37.13,1225.29,11/19/2004 0:00,2004,Classic Cars,San Rafael,USA
37.13,1336.68,12/1/2004 0:00,2004,Classic Cars,NYC,USA
82.94,2985.84,12/10/2004 0:00,2004,Classic Cars,Madrid,Spain
100,5545.8,1/23/2005 0:00,2005,Classic Cars,San Rafael,USA
100,6089.6,2/22/2005 0:00,2005,Classic Cars,Madrid,Spain
38.9,1789.4,3/15/2005 0:00,2005,Classic Cars,Madrid,Spain
36.07,1082.1,5/3/2005 0:00,2005,Classic Cars,Madrid,Spain
33.24,1030.44,5/31/2005 0:00,2005,Classic Cars,Nantes,France
74.68,3659.32,2/17/2003 0:00,2003,Planes,Bergamo,Italy
59.6,2443.6,4/28/2003 0:00,2003,Planes,Salzburg,Austria
67.14,2349.9,6/16/2003 0:00,2003,Planes,Glendale,USA
60.97,1646.19,8/10/2003 0:00,2003,Planes,New Bedford,USA
72.62,1670.26,10/6/2003 0:00,2003,Planes,Helsinki,Finland
69.88,1467.48,10/23/2003 0:00,2003,Planes,Boras,Sweden
80.84,2748.56,11/8/2003 0:00,2003,Planes,Toulouse,France
69.2,1522.4,11/14/2003 0:00,2003,Planes,London,UK
67.82,3255.36,11/27/2003 0:00,2003,Planes,Makati City,Philippines
82.21,3535.03,1/9/2004 0:00,2004,Planes,Los Angeles,USA
81.53,2608.96,2/19/2004 0:00,2004,Planes,San Diego,USA
67.82,1356.4,5/8/2004 0:00,2004,Planes,Cambridge,USA
67.14,1611.36,6/24/2004 0:00,2004,Planes,Madrid,Spain
65.08,2603.2,7/21/2004 0:00,2004,Planes,Brickhaven,USA
73.99,2219.7,8/21/2004 0:00,2004,Planes,Oslo,Norway
71.25,1496.25,9/15/2004 0:00,2004,Planes,Munich,Germany
75.36,1884,10/14/2004 0:00,2004,Planes,Philadelphia,USA
63.71,2166.14,11/1/2004 0:00,2004,Planes,Cowes,UK
58.92,2828.16,11/12/2004 0:00,2004,Planes,Bergamo,Italy
100,6214.45,11/23/2004 0:00,2004,Planes,Minato-ku,Japan
74.68,1867,12/3/2004 0:00,2004,Planes,London,UK
70.44,2676.72,1/31/2005 0:00,2005,Planes,Oulu,Finland
55.96,2182.44,3/1/2005 0:00,2005,Planes,Madrid,Spain
57.55,1611.4,3/30/2005 0:00,2005,Planes,Reims,France
61.66,1479.84,4/1/2005 0:00,2005,Planes,San Jose,USA
67.82,1424.22,5/9/2005 0:00,2005,Planes,Glen Waverly,Australia
100,5942.28,3/18/2003 0:00,2003,Classic Cars,Manchester,UK
93.95,2348.75,5/21/2003 0:00,2003,Classic Cars,Las Vegas,USA
100,4392.12,9/11/2003 0:00,2003,Classic Cars,North Sydney,Australia
100,2759.75,10/17/2003 0:00,2003,Classic Cars,Aaarhus,Denmark
100,2728.03,11/5/2003 0:00,2003,Classic Cars,Bergamo,Italy
100,2395.8,11/12/2003 0:00,2003,Classic Cars,San Rafael,USA
100,3052.33,11/20/2003 0:00,2003,Classic Cars,Nashua,USA
100,4242,12/2/2003 0:00,2003,Classic Cars,NYC,USA
100,2790.45,1/22/2004 0:00,2004,Classic Cars,London,UK
100,4340.49,3/2/2004 0:00,2004,Classic Cars,Lyon,France
98.65,2762.2,4/13/2004 0:00,2004,Classic Cars,Strasbourg,France
100,4645.72,7/7/2004 0:00,2004,Classic Cars,NYC,USA
100,5580.96,8/9/2004 0:00,2004,Classic Cars,Madrid,Spain
100,6539.04,9/1/2004 0:00,2004,Classic Cars,Singapore,Singapore
100,5548.95,10/6/2003 0:00,2003,Classic Cars,Liverpool,UK
100,4595.41,10/16/2004 0:00,2004,Classic Cars,Madrid,Spain
42.26,1859.44,11/17/2004 0:00,2004,Classic Cars,Manchester,UK
87.24,2093.76,11/29/2004 0:00,2004,Classic Cars,Las Vegas,USA
100,4223.13,1/19/2005 0:00,2005,Classic Cars,San Rafael,USA
36.29,1596.76,2/16/2005 0:00,2005,Classic Cars,Madrid,Spain
98.65,5820.35,4/22/2005 0:00,2005,Classic Cars,San Jose,USA
96.3,5296.5,5/29/2005 0:00,2005,Classic Cars,Chatswood,Australia
32.1,930.9,3/10/2003 0:00,2003,Classic Cars,Philadelphia,USA
30.96,1207.44,5/8/2003 0:00,2003,Classic Cars,Marseille,France
35.87,717.4,7/2/2003 0:00,2003,Classic Cars,San Rafael,USA
42.67,1066.75,9/5/2003 0:00,2003,Classic Cars,Brickhaven,USA
37,1554,10/11/2003 0:00,2003,Classic Cars,Los Angeles,USA
35.49,1277.64,11/5/2003 0:00,2003,Classic Cars,Montreal,Canada
42.67,1578.79,11/12/2003 0:00,2003,Classic Cars,Bergen,Norway
30.59,917.7,11/20/2003 0:00,2003,Classic Cars,Nashua,USA
37,777,12/2/2003 0:00,2003,Classic Cars,Madrid,Spain
43.42,1476.28,1/16/2004 0:00,2004,Classic Cars,Madrid,Spain
36.63,1538.46,2/22/2004 0:00,2004,Classic Cars,Gensve,Switzerland
44.56,891.2,4/12/2004 0:00,2004,Classic Cars,Oulu,Finland
42.67,1706.8,6/1/2004 0:00,2004,Classic Cars,Liverpool,UK
40.4,1373.6,7/6/2004 0:00,2004,Classic Cars,Reggio Emilia,Italy
38.89,1205.59,8/6/2004 0:00,2004,Classic Cars,Las Vegas,USA
39.65,1427.4,8/30/2004 0:00,2004,Classic Cars,Gensve,Switzerland
34.36,1649.28,10/5/2003 0:00,2003,Classic Cars,Oslo,Norway
41.91,1383.03,10/16/2004 0:00,2004,Classic Cars,Koln,Germany
33.23,1229.51,11/4/2004 0:00,2004,Classic Cars,New Bedford,USA
42.24,1140.48,11/17/2004 0:00,2004,Classic Cars,Philadelphia,USA
40.4,1575.6,11/24/2004 0:00,2004,Classic Cars,Melbourne,Australia
38.52,1386.72,12/7/2004 0:00,2004,Classic Cars,Madrid,Spain
100,5018.4,1/12/2005 0:00,2005,Classic Cars,Pasadena,USA
100,5856.85,2/10/2005 0:00,2005,Classic Cars,Madrid,Spain
100,4894.73,3/4/2005 0:00,2005,Classic Cars,San Rafael,USA
44.56,2094.32,4/14/2005 0:00,2005,Classic Cars,Strasbourg,France
42.67,640.05,5/17/2005 0:00,2005,Classic Cars,Salzburg,Austria
72.58,3193.52,2/11/2003 0:00,2003,Vintage Cars,Kobenhavn,Denmark
87.62,3066.7,4/28/2003 0:00,2003,Vintage Cars,Salzburg,Austria
94.71,3883.11,6/12/2003 0:00,2003,Vintage Cars,London,UK
98.25,4814.25,8/8/2003 0:00,2003,Vintage Cars,San Rafael,USA
91.17,2826.27,10/2/2003 0:00,2003,Vintage Cars,Glendale,USA
79.66,1593.2,10/23/2003 0:00,2003,Vintage Cars,Boras,Sweden
72.58,3266.1,11/7/2003 0:00,2003,Vintage Cars,Madrid,Spain
74.35,2453.55,11/14/2003 0:00,2003,Vintage Cars,New Bedford,USA
83.2,3910.4,11/26/2003 0:00,2003,Vintage Cars,Barcelona,Spain
89.4,1788,1/2/2004 0:00,2004,Vintage Cars,Lyon,France
70.81,3328.07,2/19/2004 0:00,2004,Vintage Cars,San Diego,USA
94.71,3788.4,3/29/2004 0:00,2004,Vintage Cars,Newark,USA
100,3053.7,5/7/2004 0:00,2004,Vintage Cars,NYC,USA
91.17,2005.74,6/17/2004 0:00,2004,Vintage Cars,Montreal,Canada
100,2796.12,7/21/2004 0:00,2004,Vintage Cars,Bruxelles,Belgium
92.94,3159.96,8/20/2004 0:00,2004,Vintage Cars,Tsawassen,Canada
84.97,3908.62,9/10/2004 0:00,2004,Vintage Cars,Boston,USA
84.08,2606.48,10/14/2004 0:00,2004,Vintage Cars,Manchester,UK
86.74,2081.76,10/29/2004 0:00,2004,Vintage Cars,Nantes,France
85.85,3519.85,11/9/2004 0:00,2004,Vintage Cars,Lule,Sweden
100,10758,11/23/2004 0:00,2004,Vintage Cars,Minato-ku,Japan
100,3021,12/2/2004 0:00,2004,Vintage Cars,Madrid,Spain
